threshold,accuracy,precision_incorrect,recall_incorrect,f1_incorrect,macro_f1,mcc,roc_auc,pr_auc,true_negative,false_positive,false_negative,true_positive,n_test,model_id,algorithm,algorithm_family,feature_set,class_weight,threshold_source,feature_count,train_seconds,predict_seconds
0.76,0.8931079894644425,0.9348191757779648,0.8700587084148728,0.9012771133184676,0.8923710285424594,0.7874750423271265,0.9491293492197148,0.962087977048688,1846,155,332,2223,4556,hist_gradient_boosting_none__ergonomic_v2_with_view,hist_gradient_boosting,HistGradientBoosting,ergonomic_v2_with_view,none,external_threshold_sweep,31,0.7212,0.0234
