threshold,accuracy,precision_incorrect,recall_incorrect,f1_incorrect,macro_f1,mcc,true_negative,false_positive,false_negative,true_positive,model_id,feature_set,class_weight,feature_count
0.38,0.7835820895522388,0.8630263766774642,0.7299412915851272,0.7909245122985581,0.783314849415885,0.5784598516698921,1705,296,690,1865,ann_normalized_99_balanced,normalized_99,balanced,99
0.39,0.7833625987708516,0.8639740018570102,0.728375733855186,0.7904013590995965,0.7831180086435979,0.5784882370038268,1708,293,694,1861,ann_normalized_99_balanced,normalized_99,balanced,99
0.4,0.7840210711150132,0.865518845974872,0.7279843444227005,0.7908163265306123,0.7837929182562318,0.5801572154007512,1712,289,695,1860,ann_normalized_99_balanced,normalized_99,balanced,99
0.41,0.7851185250219491,0.8678804855275444,0.7275929549902153,0.7915690866510539,0.784912516145459,0.5828536598474575,1718,283,696,1859,ann_normalized_99_balanced,normalized_99,balanced,99
0.42,0.7866549604916594,0.8707259953161592,0.7275929549902153,0.7927505330490405,0.7864702461717388,0.5864429162646215,1725,276,696,1859,ann_normalized_99_balanced,normalized_99,balanced,99
0.43,0.7866549604916594,0.8717707844058243,0.7264187866927593,0.7924850555081128,0.7864864301930807,0.5868656925168604,1728,273,699,1856,ann_normalized_99_balanced,normalized_99,balanced,99
0.44,0.7866549604916594,0.8724705882352941,0.7256360078277887,0.7923076923076923,0.7864968064426547,0.587149905542545,1730,271,701,1854,ann_normalized_99_balanced,normalized_99,balanced,99
0.45,0.7868744512730466,0.8732327992459944,0.7252446183953033,0.7923882830874492,0.7867240175301959,0.5878076123657001,1732,269,702,1853,ann_normalized_99_balanced,normalized_99,balanced,99
0.46,0.7884108867427568,0.8764789398958827,0.724853228962818,0.7934875749785776,0.7882829414046804,0.5915613519335506,1740,261,703,1852,ann_normalized_99_balanced,normalized_99,balanced,99
0.47,0.7884108867427568,0.8768356229275225,0.7244618395303327,0.7933990570081441,0.7882874727235951,0.5917072489112379,1741,260,704,1851,ann_normalized_99_balanced,normalized_99,balanced,99
0.48,0.7884108867427568,0.8775510204081632,0.723679060665362,0.7932217932217932,0.7882962898693235,0.5920004832585514,1743,258,706,1849,ann_normalized_99_balanced,normalized_99,balanced,99
0.49,0.7884108867427568,0.8786292241789624,0.722504892367906,0.7929553264604811,0.7883089020094147,0.5924439437040188,1746,255,709,1846,ann_normalized_99_balanced,normalized_99,balanced,99
0.5,0.788630377524144,0.8797709923664122,0.7217221135029355,0.792947753171361,0.7885384361014842,0.5932604932049786,1749,252,711,1844,ann_normalized_99_balanced,normalized_99,balanced,99
0.51,0.7892888498683055,0.8810320114667941,0.7217221135029355,0.7934595524956971,0.7892028945274184,0.5948168999474944,1752,249,711,1844,ann_normalized_99_balanced,normalized_99,balanced,99
0.52,0.7888498683055312,0.881282910483485,0.7205479452054795,0.7928509905254091,0.7887710637497234,0.5942314972087827,1753,248,714,1841,ann_normalized_99_balanced,normalized_99,balanced,99
0.53,0.7897278314310799,0.8829736211031175,0.7205479452054795,0.7935344827586207,0.7896563290358398,0.5963109364187738,1757,244,714,1841,ann_normalized_99_balanced,normalized_99,balanced,99
0.54,0.7906057945566286,0.8854116514203177,0.7197651663405088,0.7940414507772021,0.7905475111028868,0.5987013223303025,1763,238,716,1839,ann_normalized_99_balanced,normalized_99,balanced,99
0.55,0.7910447761194029,0.8862650602409639,0.7197651663405088,0.7943844492440605,0.7909896364917313,0.5997443503054989,1765,236,716,1839,ann_normalized_99_balanced,normalized_99,balanced,99
0.56,0.7906057945566286,0.8865282472235635,0.7185909980430528,0.7937743190661478,0.7905563525781029,0.5991677075256143,1766,235,719,1836,ann_normalized_99_balanced,normalized_99,balanced,99
0.57,0.7901668129938543,0.8871670702179176,0.7170254403131116,0.793073593073593,0.7901253984958347,0.5987501261035977,1768,233,723,1832,ann_normalized_99_balanced,normalized_99,balanced,99
0.58,0.7912642669007902,0.8904576436222006,0.7158512720156556,0.7936645693208939,0.7912360155065495,0.6018466170945591,1776,225,726,1829,ann_normalized_99_balanced,normalized_99,balanced,99
0.59,0.7906057945566286,0.8906783796974134,0.7142857142857143,0.7927888792354474,0.790582549644343,0.6009160043319527,1777,224,730,1825,ann_normalized_99_balanced,normalized_99,balanced,99
0.6,0.7903863037752414,0.8913894324853229,0.7131115459882583,0.7923461622091759,0.7903676301850222,0.6008771623893214,1779,222,733,1822,ann_normalized_99_balanced,normalized_99,balanced,99
0.61,0.7908252853380158,0.8922624877571009,0.7131115459882583,0.7926908853600174,0.7908083441196543,0.6019296231234716,1781,220,733,1822,ann_normalized_99_balanced,normalized_99,balanced,99
0.62,0.7910447761194029,0.8930848455125061,0.712720156555773,0.7927731824118416,0.7910302388376163,0.602620131453622,1783,218,734,1821,ann_normalized_99_balanced,normalized_99,balanced,99
0.63,0.7908252853380158,0.8941929133858267,0.7111545988258317,0.7922389361238282,0.7908156006585991,0.6027533488946129,1786,215,738,1817,ann_normalized_99_balanced,normalized_99,balanced,99
0.64,0.7901668129938543,0.8940364711680631,0.7099804305283758,0.7914485165794066,0.7901588872649683,0.6016681487220981,1786,215,741,1814,ann_normalized_99_balanced,normalized_99,balanced,99
0.65,0.7908252853380158,0.8961424332344213,0.7091976516634051,0.7917850120166048,0.7908208411791955,0.6035897622122132,1791,210,743,1812,ann_normalized_99_balanced,normalized_99,balanced,99
0.66,0.7910447761194029,0.8969787023278851,0.7088062622309198,0.7918670747704416,0.7910415144676359,0.6042883229838695,1793,208,744,1811,ann_normalized_99_balanced,normalized_99,balanced,99
0.67,0.792361720807726,0.899652260307998,0.7088062622309198,0.792907180385289,0.7923602803334895,0.6074704592819722,1799,202,744,1811,ann_normalized_99_balanced,normalized_99,balanced,99
0.68,0.7921422300263389,0.900398406374502,0.7076320939334638,0.7924611001534079,0.7921417393490715,0.6074546378011867,1801,200,747,1808,ann_normalized_99_balanced,normalized_99,balanced,99
0.69,0.792361720807726,0.9020489755122438,0.7064579256360078,0.792361720807726,0.792361720807726,0.6085069011482517,1805,196,750,1805,ann_normalized_99_balanced,normalized_99,balanced,99
0.7,0.7930201931518877,0.9042126379137412,0.7056751467710372,0.7927016926797098,0.7930197045471746,0.6104573668740058,1810,191,752,1803,ann_normalized_99_balanced,normalized_99,balanced,99
0.71,0.7936786654960492,0.905982905982906,0.7052837573385519,0.7931338028169014,0.7936772341580128,0.6122372960004555,1814,187,753,1802,ann_normalized_99_balanced,normalized_99,balanced,99
0.72,0.7932396839332748,0.9067070095814422,0.7037181996086106,0.7924195680916704,0.7932364565425558,0.6118808599940208,1816,185,757,1798,ann_normalized_99_balanced,normalized_99,balanced,99
0.73,0.793459174714662,0.9088145896656535,0.7021526418786693,0.7922278648708324,0.7934519206527411,0.6131389980977876,1821,180,761,1794,ann_normalized_99_balanced,normalized_99,balanced,99
0.74,0.7936786654960492,0.9092752154080082,0.7021526418786693,0.7924028268551236,0.7936708724153454,0.6136761803786728,1822,179,761,1794,ann_normalized_99_balanced,normalized_99,balanced,99
0.75,0.7938981562774363,0.9101522842639594,0.7017612524461839,0.7924861878453039,0.7938886138703302,0.6143961260035452,1824,177,762,1793,ann_normalized_99_balanced,normalized_99,balanced,99
0.76,0.7941176470588235,0.9118695873662761,0.700587084148728,0.7923860115095175,0.7941033235605924,0.6154859200478956,1828,173,765,1790,ann_normalized_99_balanced,normalized_99,balanced,99
0.77,0.7932396839332748,0.9116896375701888,0.6990215264187867,0.7913159060700045,0.7932221113647109,0.6140698984354177,1828,173,769,1786,ann_normalized_99_balanced,normalized_99,balanced,99
0.78,0.7932396839332748,0.9129544290834614,0.6978473581213307,0.7910381543921916,0.7932167314098231,0.614629230650852,1831,170,772,1783,ann_normalized_99_balanced,normalized_99,balanced,99
0.79,0.793459174714662,0.9146968139773896,0.6966731898238747,0.790935347700511,0.793429070510416,0.6157349832004986,1835,166,775,1780,ann_normalized_99_balanced,normalized_99,balanced,99
0.8,0.7932396839332748,0.9163655136809499,0.6947162426614482,0.790293855743544,0.7931988759237201,0.6161446742362587,1839,162,780,1775,ann_normalized_99_balanced,normalized_99,balanced,99
0.3,0.538630377524144,0.6001769128704113,0.5311154598825831,0.5635382059800664,0.5371229204946887,0.07875478304678107,1097,904,1198,1357,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.31,0.5375329236172081,0.5999107939339875,0.5264187866927593,0.5607671461329998,0.5362352532518997,0.0775727479922997,1104,897,1210,1345,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.32,0.5377524143985952,0.6008988764044944,0.5232876712328767,0.5594142259414226,0.536632320726944,0.07894092369715226,1113,888,1218,1337,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.33,0.5342405618964003,0.5983643798273512,0.5154598825831702,0.5538267451640033,0.5333412881008263,0.07317583519175207,1117,884,1238,1317,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.34,0.5322651448639157,0.5970695970695971,0.510371819960861,0.5503270732221988,0.5315092946719272,0.0701276102419857,1121,880,1251,1304,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.35,0.5309482001755926,0.5964912280701754,0.5056751467710372,0.5473416649015039,0.5303321852177754,0.0684651092665399,1127,874,1263,1292,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.36,0.5305092186128183,0.5970149253731343,0.5009784735812133,0.5447967652692062,0.5300462412341952,0.068800039319518,1137,864,1275,1280,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.37,0.5307287093942055,0.5979333020197276,0.49823874755381603,0.5435525192143467,0.5303580120913649,0.07007991284298609,1145,856,1282,1273,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.38,0.5300702370500439,0.598384030418251,0.49275929549902153,0.54045932603563,0.5298299324990636,0.07015245576144168,1156,845,1296,1259,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.39,0.5298507462686567,0.5987565758010521,0.4900195694716243,0.538958243650452,0.5296672095995207,0.07044210967511254,1162,839,1303,1252,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.4,0.5305092186128183,0.6000962463907603,0.48806262230919767,0.5383121087848046,0.5303750764955504,0.07251027482587347,1170,831,1308,1247,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.41,0.5307287093942055,0.6013612056392805,0.48414872798434444,0.5364267129228101,0.5306578009058495,0.07415165909424859,1181,820,1318,1237,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.42,0.5309482001755926,0.6021505376344086,0.4821917808219178,0.5355357530971528,0.5309024365131076,0.07522685374602334,1187,814,1323,1232,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.43,0.5316066725197541,0.6038480513073508,0.47906066536203523,0.5342645133129638,0.5315914178043848,0.07765712424458338,1198,803,1331,1224,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.44,0.5311676909569798,0.6038671294000991,0.4767123287671233,0.5328083989501312,0.531161908726167,0.07734689191325728,1202,799,1337,1218,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.45,0.5305092186128183,0.6036889332003988,0.473972602739726,0.5310238982679237,0.5305086531550561,0.0766506787820998,1206,795,1344,1211,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.46,0.5298507462686567,0.6036126442548921,0.47084148727984343,0.5290237467018469,0.5298492966638069,0.07607234508873692,1211,790,1352,1203,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.47,0.5287532923617209,0.6032388663967612,0.4665362035225049,0.5261531670712867,0.5287391026362764,0.07483812396114234,1217,784,1363,1192,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.48,0.5285338015803336,0.6034570411794611,0.4645792563600783,0.5249889429455993,0.5285075433682245,0.07492078652351629,1221,780,1368,1187,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.49,0.5296312554872695,0.6051020408163266,0.46418786692759295,0.525359911406423,0.5295931599668617,0.07756654927066145,1227,774,1369,1186,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.5,0.5296312554872695,0.605858170606372,0.4614481409001957,0.5238835814263497,0.529562697241043,0.07839702687638837,1234,767,1376,1179,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.51,0.531387181738367,0.6086956521739131,0.4602739726027397,0.5241809672386896,0.531279672808534,0.0828117588538715,1245,756,1379,1176,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.52,0.5316066725197541,0.6099216710182768,0.45714285714285713,0.5225950782997763,0.5314397192446749,0.08428443001582676,1254,747,1387,1168,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.53,0.5311676909569798,0.6099737532808399,0.4547945205479452,0.5210762331838565,0.5309594407535791,0.08399433724140173,1258,743,1393,1162,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.54,0.5322651448639157,0.6120507399577167,0.4532289628180039,0.5208005396896784,0.5319972687730279,0.08702965109060413,1267,734,1397,1158,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.55,0.5329236172080772,0.6135034556087188,0.45166340508806263,0.5202885482416592,0.5325993639411888,0.0890522704465212,1274,727,1401,1154,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.56,0.5309482001755926,0.6121244635193133,0.4465753424657534,0.5164064267933922,0.5305236907033231,0.08605646026724091,1278,723,1414,1141,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.57,0.5311676909569798,0.6131820637493247,0.44422700587084146,0.5152065365410804,0.5306589418787,0.08731234110572814,1285,716,1420,1135,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.58,0.5322651448639157,0.6150922909880565,0.44344422700587083,0.5153513759381396,0.5316947759860369,0.09012623019077935,1292,709,1422,1133,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.59,0.531387181738367,0.6148796498905909,0.43992172211350294,0.512890714122747,0.5307105294022489,0.08920166556326009,1297,704,1431,1124,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.6,0.5311676909569798,0.615426997245179,0.4371819960861057,0.5112128146453089,0.5303849817638184,0.08957033950910855,1303,698,1438,1117,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.61,0.5340210711150132,0.6202672605790646,0.4360078277886497,0.5120661916800735,0.5330757339412759,0.09666048521215545,1319,682,1441,1114,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.62,0.5340210711150132,0.6213483146067416,0.4328767123287671,0.5102652825836217,0.5329220488697887,0.09769551007600996,1327,674,1449,1106,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.63,0.5353380158033363,0.6244318181818181,0.4301369863013699,0.5093858632676709,0.5340341865848465,0.10172647425535475,1340,661,1456,1099,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.64,0.5370939420544337,0.6281609195402299,0.4277886497064579,0.5089639115250291,0.5355697697546258,0.1066934644435983,1354,647,1462,1093,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.65,0.5366549604916594,0.6293706293706294,0.4227005870841487,0.5057363615078436,0.5348347165936244,0.10740116663998045,1365,636,1475,1080,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.66,0.5355575065847235,0.6291936433195998,0.4183953033268102,0.5025858015984955,0.533507804051615,0.10627441357539401,1371,630,1486,1069,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.67,0.5331431079894644,0.6275327771156138,0.412133072407045,0.49751948972360027,0.5307847499858009,0.10267420701392162,1376,625,1502,1053,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.68,0.5316066725197541,0.6273442226255294,0.40587084148727987,0.4928707224334601,0.5288578734516403,0.10118004298270011,1385,616,1518,1037,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.69,0.5322651448639157,0.6294261294261294,0.4035225048923679,0.4917720009539709,0.5292769335934726,0.10360368339983606,1394,607,1524,1031,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.7,0.5300702370500439,0.6279357231149567,0.39765166340508806,0.48693985142583274,0.5267256454942486,0.10038956400914792,1399,602,1539,1016,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.71,0.5298507462686567,0.6285003111387679,0.3953033268101761,0.4853435848149928,0.52630815604386,0.10070074743615995,1404,597,1545,1010,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.72,0.5296312554872695,0.6303797468354431,0.3898238747553816,0.48174123337363967,0.5255802811433198,0.10215655032985146,1417,584,1559,996,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.73,0.5294117647058824,0.6313099041533546,0.386692759295499,0.4796116504854369,0.5250622354991287,0.10277093240868028,1424,577,1567,988,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.74,0.5287532923617209,0.632295719844358,0.3816046966731898,0.47595801806199656,0.5239211825105596,0.10304376643628907,1434,567,1580,975,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.75,0.5283143107989464,0.6328534031413613,0.37847358121330726,0.4736713201077639,0.5231748925056616,0.10313576836259016,1440,561,1588,967,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.76,0.5287532923617209,0.6350993377483444,0.37534246575342467,0.47183271832718326,0.5232157449373186,0.10540940065291511,1450,551,1596,959,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.77,0.5278753292361721,0.6359353970390309,0.3698630136986301,0.46770601336302897,0.5217646611875291,0.10533085541573019,1460,541,1610,945,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.78,0.5269973661106233,0.6367989056087552,0.3643835616438356,0.46352999751058005,0.5202831538092645,0.10526684565891979,1470,531,1624,931,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.79,0.52414398595259,0.6342817487855655,0.35772994129158514,0.4574574574574575,0.5168444441313871,0.1007055472838604,1474,527,1641,914,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.8,0.5250219490781387,0.6373858046380886,0.3549902152641879,0.45600804424333835,0.5172521717126314,0.10400188848683706,1485,516,1648,907,ann_ergonomic_v2_with_view_none,ergonomic_v2_with_view,none,31
0.3,0.6316944688323091,0.6555516140475346,0.7232876712328767,0.6877558615556383,0.6194263523936565,0.24322252525219015,1030,971,707,1848,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.31,0.6323529411764706,0.65625,0.7232876712328767,0.6881400111711041,0.6201993827574313,0.24467361931908516,1033,968,707,1848,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.32,0.6321334503950834,0.6564613741545033,0.7217221135029355,0.6875466070096943,0.6201873910181877,0.24441932146473205,1036,965,711,1844,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.33,0.6330114135206322,0.6575098109168748,0.7213307240704501,0.6879432624113475,0.6212758400495736,0.2464112745168323,1041,960,712,1843,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.34,0.6336698858647937,0.6583273766976412,0.7209393346379648,0.6882122174481599,0.622105576667682,0.2479193204047249,1045,956,713,1842,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.35,0.6343283582089553,0.6590339892665474,0.7209393346379648,0.6885981308411215,0.6228742913642078,0.24936895525159586,1048,953,713,1842,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.36,0.6345478489903424,0.6594982078853047,0.7201565557729941,0.6884939195509823,0.6232488180181246,0.24996855159430414,1051,950,715,1840,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.37,0.6349868305531168,0.6605471562275018,0.7181996086105675,0.6881680105006563,0.6240522508179387,0.2512291744433856,1058,943,720,1835,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.38,0.6358647936786654,0.6616161616161617,0.7178082191780822,0.6885676741130092,0.6251292795928323,0.2532203494286099,1063,938,721,1834,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.39,0.6352063213345039,0.6613661004698229,0.7162426614481409,0.6877113866967306,0.6245944796280487,0.25201145875011394,1064,937,725,1830,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.4,0.6349868305531168,0.6614771904417089,0.7150684931506849,0.687229640774873,0.624510736065961,0.25171028924860267,1066,935,728,1827,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.41,0.6354258121158911,0.6620739666424945,0.7146771037181996,0.6873706004140787,0.6250751396384686,0.25273730171539205,1069,932,729,1826,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.42,0.6352063213345039,0.6621867054122775,0.7135029354207436,0.686887716654107,0.6249895996519746,0.25243843837143537,1071,930,732,1823,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.43,0.6360842844600527,0.663269020749909,0.7131115459882583,0.6872878159185213,0.6260586061219904,0.25443204949824577,1076,925,733,1822,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.44,0.6374012291483757,0.6650822669104205,0.7119373776908023,0.6877126654064272,0.6277391165859975,0.2575154334176456,1085,916,736,1819,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.45,0.6374012291483757,0.6653240571219333,0.7111545988258317,0.6874763526295876,0.6278469060586516,0.25764087806734703,1087,914,738,1817,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.46,0.6378402107111502,0.6662991547225284,0.7095890410958904,0.6872630780894617,0.6285637601083388,0.25885959804384234,1093,908,742,1813,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.47,0.6378402107111502,0.6666666666666666,0.7084148727984344,0.6869070208728653,0.6287215999731323,0.2590516140526891,1096,905,745,1810,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.48,0.6380597014925373,0.6674057649667405,0.7068493150684931,0.6865614902109866,0.6291805113999622,0.2597931726394377,1101,900,749,1806,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.49,0.6391571553994733,0.6690166975881262,0.7056751467710372,0.6868571428571428,0.6305854849448842,0.26240337811317604,1109,892,752,1803,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.5,0.6393766461808604,0.6695167286245353,0.7048923679060666,0.6867492850333651,0.6309360596358964,0.26301809229647516,1112,889,754,1801,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.51,0.6395961369622476,0.6700186219739293,0.7041095890410959,0.6866412213740458,0.6312854867200808,0.26363365585127985,1115,886,756,1799,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.52,0.6400351185250219,0.6709002614867389,0.7029354207436399,0.6865443425076453,0.6319319650682556,0.26480002427624894,1120,881,759,1796,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.53,0.6417910447761194,0.6733007885843034,0.7017612524461839,0.6872364890762744,0.6340650858324361,0.2688652216671163,1131,870,762,1793,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.54,0.6420105355575065,0.6739457831325302,0.700587084148728,0.6870082517750912,0.6344551640828802,0.26955312455276986,1135,866,765,1790,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.55,0.6422300263388938,0.6744624669935874,0.6998043052837574,0.6868997310795236,0.6347965117251178,0.2701737782476279,1138,863,767,1788,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.56,0.6420105355575065,0.6744712990936556,0.6990215264187867,0.6865270036517394,0.6346423711018994,0.2698294652203276,1139,862,769,1786,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.57,0.6420105355575065,0.6744712990936556,0.6990215264187867,0.6865270036517394,0.6346423711018994,0.2698294652203276,1139,862,769,1786,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.58,0.6420105355575065,0.6751326762699015,0.6970645792563601,0.6859233583670326,0.6348728810207196,0.2701793698562383,1144,857,774,1781,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.59,0.6422300263388938,0.6756551462210406,0.6962818003913894,0.6858134155744025,0.6352104794487711,0.2708039215003377,1147,854,776,1779,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.6,0.641352063213345,0.6754285714285714,0.6939334637964775,0.6845559845559845,0.6344956931935568,0.2692992273867412,1149,852,782,1773,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.61,0.641352063213345,0.6758304696449027,0.6927592954990215,0.6841901816776189,0.6346293721999064,0.2695159849897407,1152,849,785,1770,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.62,0.641352063213345,0.6762342135476463,0.6915851272015655,0.6838235294117647,0.634761663286004,0.26973452347218096,1155,846,788,1767,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.63,0.6420105355575065,0.6775557263643351,0.6900195694716242,0.6837308512701182,0.6356707353695724,0.2714802210768805,1162,839,792,1763,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.64,0.6409130816505707,0.6773446545735238,0.6868884540117417,0.6820831713952584,0.6347884339074124,0.2696580768984782,1165,836,800,1755,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.65,0.6411325724319579,0.6780185758513931,0.6857142857142857,0.6818447168709866,0.6351584520675093,0.2703696023092107,1169,832,803,1752,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.66,0.6415715539947322,0.6788207913110939,0.684931506849315,0.6818624586012079,0.6357289171618756,0.27149099600458615,1173,828,805,1750,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.67,0.6404741000877963,0.6784741144414169,0.6821917808219178,0.680327868852459,0.6347978361313449,0.26960793151148316,1175,826,812,1743,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.68,0.6406935908691835,0.6790171606864275,0.6814090019569472,0.6802109787067787,0.6351217678407421,0.2702486026189209,1178,823,814,1741,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.69,0.6406935908691835,0.6794370602032838,0.6802348336594912,0.679835712888715,0.635241687402097,0.27048393763952516,1181,820,817,1738,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.7,0.6411325724319579,0.6803921568627451,0.6790606653620352,0.6797257590597453,0.635844910974844,0.27169138593377645,1186,815,820,1735,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.71,0.6411325724319579,0.6808176100628931,0.6778864970645793,0.679348891939596,0.6359615130019436,0.2719305936745462,1189,812,823,1732,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
0.72,0.6420105355575065,0.6818897637795276,0.6778864970645793,0.679882237487733,0.6369289205860373,0.27387193097704465,1193,808,823,1732,ann_ergonomic_v2_with_view_balanced,ergonomic_v2_with_view,balanced,31
