threshold,accuracy,precision_incorrect,recall_incorrect,f1_incorrect,macro_f1,mcc,true_negative,false_positive,false_negative,true_positive,model_id,feature_set,class_weight,feature_count
0.53,0.6540825285338016,0.7585842577918648,0.5620352250489237,0.64568345323741,0.6538880387970927,0.33600711823496554,1544,457,1119,1436,ann_normalized_99_none,normalized_99,none,99
0.54,0.654521510096576,0.7607655502392344,0.5600782778864971,0.6451758340847611,0.6542816723888305,0.33787393837315577,1551,450,1124,1431,ann_normalized_99_none,normalized_99,none,99
0.55,0.6529850746268657,0.7607066381156317,0.5561643835616439,0.6425503052226995,0.652689100148138,0.3357902076263119,1554,447,1134,1421,ann_normalized_99_none,normalized_99,none,99
0.56,0.6525460930640913,0.7621359223300971,0.5530332681017612,0.6409616693127693,0.6521840028469014,0.3360473326454514,1560,441,1142,1413,ann_normalized_99_none,normalized_99,none,99
0.57,0.6540825285338016,0.7658881042911461,0.5518590998043053,0.6414922656960873,0.6536553779710292,0.34029016540337303,1570,431,1145,1410,ann_normalized_99_none,normalized_99,none,99
0.58,0.6540825285338016,0.7670485542825969,0.550293542074364,0.6408386508659982,0.6536115354245318,0.34096928754006417,1574,427,1149,1406,ann_normalized_99_none,normalized_99,none,99
0.59,0.6540825285338016,0.7688083470620538,0.547945205479452,0.6398537477148081,0.6535417387222688,0.34199833285235764,1580,421,1155,1400,ann_normalized_99_none,normalized_99,none,99
0.6,0.654521510096576,0.7702479338842976,0.5471624266144814,0.6398169336384439,0.6539447384345741,0.34342094656111805,1584,417,1157,1398,ann_normalized_99_none,normalized_99,none,99
0.61,0.6549604916593503,0.7719977863862756,0.5459882583170255,0.6396148555708391,0.6543337435748933,0.34502292575525884,1589,412,1160,1395,ann_normalized_99_none,normalized_99,none,99
0.62,0.6551799824407375,0.7733333333333333,0.5448140900195695,0.6392652123995407,0.6545075273685742,0.34609121163504963,1593,408,1163,1392,ann_normalized_99_none,normalized_99,none,99
0.63,0.6556189640035118,0.7757270693512305,0.5428571428571428,0.6387289891779876,0.6548645994327766,0.3480636570579963,1600,401,1168,1387,ann_normalized_99_none,normalized_99,none,99
0.64,0.6562774363476734,0.7782779966235228,0.5412915851272015,0.6385041551246537,0.6554445461815737,0.350414111233732,1607,394,1172,1383,ann_normalized_99_none,normalized_99,none,99
0.65,0.6573748902546093,0.7820658342792282,0.539334637964775,0.6384063006717628,0.6564294277081442,0.35405513495569985,1617,384,1177,1378,ann_normalized_99_none,normalized_99,none,99
0.66,0.6580333625987709,0.7843696520250998,0.538160469667319,0.638347260909935,0.6570170942351508,0.3562534062442668,1623,378,1180,1375,ann_normalized_99_none,normalized_99,none,99
0.67,0.6591308165057067,0.7876004592422503,0.536986301369863,0.6385850593437282,0.6580256553208776,0.359561095270581,1631,370,1183,1372,ann_normalized_99_none,normalized_99,none,99
0.68,0.6595697980684812,0.7905092592592593,0.5346379647749511,0.6378706514125613,0.6583430705809958,0.36180734452170155,1639,362,1189,1366,ann_normalized_99_none,normalized_99,none,99
0.69,0.6617647058823529,0.7964912280701755,0.5330724070450098,0.6386869871043376,0.6603791857328991,0.3681210794078613,1653,348,1193,1362,ann_normalized_99_none,normalized_99,none,99
0.7,0.6622036874451273,0.7991755005889282,0.5311154598825831,0.6381377850928757,0.6607029736330812,0.37022520912896395,1660,341,1198,1357,ann_normalized_99_none,normalized_99,none,99
0.71,0.6628621597892889,0.8013010053222945,0.5303326810176126,0.6382477626000942,0.661294041595978,0.37229997590666114,1665,336,1200,1355,ann_normalized_99_none,normalized_99,none,99
0.72,0.6635206321334504,0.8030842230130486,0.5299412915851271,0.6385286489035605,0.6619044394179063,0.3741791455547251,1669,332,1201,1354,ann_normalized_99_none,normalized_99,none,99
0.73,0.6637401229148375,0.8042831647828673,0.5291585127201566,0.6383380547686497,0.662073047072594,0.37514612799342756,1672,329,1203,1352,ann_normalized_99_none,normalized_99,none,99
0.74,0.6646180860403863,0.8073010173548774,0.5279843444227006,0.6384287742546143,0.6628492622808069,0.3780076658689394,1679,322,1206,1349,ann_normalized_99_none,normalized_99,none,99
0.75,0.6657155399473222,0.8112183353437877,0.5264187866927593,0.6384998813197247,0.663810054968905,0.38165920629325734,1688,313,1210,1345,ann_normalized_99_none,normalized_99,none,99
0.76,0.6663740122914837,0.8142076502732241,0.524853228962818,0.638267491670633,0.6643475951224855,0.384203383641579,1695,306,1214,1341,ann_normalized_99_none,normalized_99,none,99
0.77,0.6676909569798068,0.8175716900549115,0.5244618395303327,0.6390081068192656,0.6655796939139028,0.38782419760599396,1702,299,1215,1340,ann_normalized_99_none,normalized_99,none,99
0.78,0.6676909569798068,0.8191293684855917,0.5228962818003914,0.6383182035355949,0.665484720931419,0.38869085037400675,1706,295,1219,1336,ann_normalized_99_none,normalized_99,none,99
0.79,0.6687884108867428,0.8220443349753694,0.5225048923679061,0.6389088298636038,0.6665048913153413,0.3917638702112565,1712,289,1220,1335,ann_normalized_99_none,normalized_99,none,99
0.8,0.66900790166813,0.8249534450651769,0.5201565557729941,0.6380220835333653,0.6665646204160963,0.3936659486163046,1719,282,1226,1329,ann_normalized_99_none,normalized_99,none,99
0.3,0.7787532923617209,0.8485804416403786,0.736986301369863,0.7888563049853372,0.7782455798785608,0.5650369883427827,1665,336,672,1883,ann_normalized_99_balanced,normalized_99,balanced,99
0.31,0.7800702370500439,0.85119855269109,0.7365949119373777,0.789760805707092,0.7796019859184332,0.568177052896786,1672,329,673,1882,ann_normalized_99_balanced,normalized_99,balanced,99
0.32,0.7800702370500439,0.8531150522964984,0.7342465753424657,0.7892301220025242,0.7796540697208583,0.5689188019018531,1678,323,679,1876,ann_normalized_99_balanced,normalized_99,balanced,99
0.33,0.7798507462686567,0.8540145985401459,0.7326810176125245,0.7887086580998526,0.7794631492102928,0.5689163397489024,1681,320,683,1872,ann_normalized_99_balanced,normalized_99,balanced,99
0.34,0.7807287093942055,0.8559011893870082,0.7322896281800392,0.7892849609786965,0.7803665710864656,0.571068407695213,1686,315,684,1871,ann_normalized_99_balanced,normalized_99,balanced,99
0.35,0.7809482001755926,0.8569463548830811,0.7315068493150685,0.7892736486486487,0.780605745713721,0.5718322977654728,1689,312,686,1869,ann_normalized_99_balanced,normalized_99,balanced,99
0.36,0.7820456540825286,0.8595764272559853,0.7307240704500978,0.7899301882800931,0.7817381842198641,0.5746314147241854,1696,305,688,1867,ann_normalized_99_balanced,normalized_99,balanced,99
0.37,0.7831431079894644,0.8615597600369174,0.7307240704500978,0.7907666243117323,0.782854838351766,0.577174786025072,1701,300,688,1867,ann_normalized_99_balanced,normalized_99,balanced,99
