landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z,landmark_21_x,landmark_21_y,landmark_21_z,landmark_22_x,landmark_22_y,landmark_22_z,landmark_23_x,landmark_23_y,landmark_23_z,landmark_24_x,landmark_24_y,landmark_24_z,landmark_25_x,landmark_25_y,landmark_25_z,landmark_26_x,landmark_26_y,landmark_26_z,landmark_27_x,landmark_27_y,landmark_27_z,landmark_28_x,landmark_28_y,landmark_28_z,landmark_29_x,landmark_29_y,landmark_29_z,landmark_30_x,landmark_30_y,landmark_30_z,landmark_31_x,landmark_31_y,landmark_31_z,landmark_32_x,landmark_32_y,landmark_32_z,shoulder_y_diff,shoulder_tilt_angle,torso_lean_angle,head_offset_x,nose_to_shoulder_y,nose_shoulder_clearance_ratio,neck_compression_detected,left_hand_mouth_ratio,right_hand_mouth_ratio,chin_rest_detected,shoulder_width,torso_length,head_shoulder_distance,min_hand_mouth_ratio,source_video,frame_index,timestamp_sec,sample_fps,video_fps,participant_id,view_angle,camera_type,label,prob_incorrect,pred_label,error_type,taxonomy_category,exported_frame,export_success
0.5553277134895325,0.7301621437072754,-0.0540900118649005,0.5402770638465881,0.7729216814041138,-0.0946901962161064,0.5359097123146057,0.7743803858757019,-0.0947390273213386,0.5311177372932434,0.7762494087219238,-0.0947675034403801,0.5418245196342468,0.7729160785675049,-0.0330207720398902,0.5393298864364624,0.7745535373687744,-0.033079195767641,0.5363208651542664,0.7764129042625427,-0.0332601219415664,0.4986808598041534,0.7654232978820801,-0.2104691565036773,0.5054439306259155,0.7634236216545105,0.0650227144360542,0.5395826101303101,0.690870463848114,-0.089748241007328,0.5409057140350342,0.6912237405776978,-0.010278376750648,0.4481921195983886,0.5326591730117798,-0.33621346950531,0.4380284249782562,0.5433916449546814,0.2376501709222793,0.5253985524177551,0.1697499901056289,-0.3507776856422424,0.521015465259552,0.2522145807743072,0.3145151436328888,0.6451421976089478,0.0613537468016147,-0.2087065428495407,0.6213504076004028,0.0961256697773933,0.214364543557167,0.6712973117828369,0.0275262836366891,-0.2387195974588394,0.6588031053543091,0.0852212980389595,0.2203707844018936,0.6782985925674438,0.0514076389372348,-0.224046379327774,0.6707170009613037,0.0971638783812522,0.1607866138219833,0.6715977787971497,0.0635335817933082,-0.1981277465820312,0.6589757204055786,0.105383925139904,0.1858293563127517,0.4495348334312439,-0.0335548371076583,-0.1699665188789367,0.4621091187000274,0.0233266782015562,0.170342668890953,0.7591155171394348,0.0045303329825401,-0.2114724814891815,0.599219024181366,0.0521490834653377,0.2762857675552368,0.785496175289154,-0.2525374293327331,0.07497588545084,0.6571251153945923,-0.2408570200204849,0.3070875406265259,0.7595741152763367,-0.2769233286380768,0.1096810027956962,0.6475978493690491,-0.2866369485855102,0.3088297843933105,0.8679798245429993,-0.313743382692337,0.2037216871976852,0.7405178546905518,-0.3148762583732605,0.337257832288742,0.0107324719429016,46.55916136222661,1.3407127541901738,0.11221744120121,0.1921367347240448,-192136.7347240448,1,43.18775115451958,40.4279380894604,0,0.0147812936624802,0.5432882212157263,0.2225068065030034,40.4279380894604,dataset\external_videos\incorrect\P07_incorrect_side_30_002.mp4,238,7.944428,2.0,29.958105461893133,P07,side_30,external_video,1,0.08,0,false_negative,needs_manual_review,reports\figures\error_cases\false_negative\01_P07_incorrect_side_30_002_frame_238.jpg,True
0.5915723443031311,0.6895965933799744,-0.1764202415943145,0.5765752196311951,0.7352315783500671,-0.2210966646671295,0.5700975060462952,0.7362099885940552,-0.2210708260536193,0.5630214810371399,0.7373773455619812,-0.2213858217000961,0.5834468603134155,0.7379338145256042,-0.1689125150442123,0.5821592211723328,0.7406057119369507,-0.1690139323472976,0.5803073048591614,0.7432135343551636,-0.1692051291465759,0.5225222110748291,0.7277364134788513,-0.2873451113700866,0.5423046946525574,0.7358295917510986,-0.0469910837709903,0.568166971206665,0.6405776739120483,-0.1896471530199051,0.5766053795814514,0.6450483798980713,-0.1205770298838615,0.4636735618114471,0.4823335409164428,-0.3468621373176574,0.5121811628341675,0.5334302186965942,0.1286867558956146,0.5381878614425659,0.1345202922821045,-0.2466488182544708,0.5563667416572571,0.2807187139987945,0.2901916205883026,0.6320618391036987,0.2076795995235443,0.0128671433776617,0.6602124571800232,0.2707937359809875,0.1728777289390564,0.6671411395072937,0.2003876119852066,0.021003820002079,0.7008937001228333,0.2494808584451675,0.1670081913471222,0.6847373843193054,0.2758673131465912,0.0138657698407769,0.6961085200309753,0.2694772481918335,0.1202699467539787,0.6649507284164429,0.2710108160972595,0.0218460578471422,0.6789109706878662,0.2754301428794861,0.1480456739664077,0.4696231782436371,-0.0505939312279224,-0.1425887793302536,0.526022732257843,0.0255056414753198,0.1428239196538925,0.6781136393547058,-0.0334611944854259,-0.3226104378700256,0.6970108151435852,0.0290155746042728,0.1351812183856964,0.7493667602539062,-0.2905908823013305,-0.036430723965168,0.7139984965324402,-0.3396138250827789,0.1420153230428695,0.7402812838554382,-0.3409510254859924,-0.0046018031425774,0.6996562480926514,-0.4035914540290832,0.1432541161775589,0.8578847646713257,-0.3120600879192352,0.0323010496795177,0.7916948795318604,-0.4162074327468872,0.1484735310077667,0.0510966777801514,46.488989991925344,1.0893140790219549,0.1036449819803237,0.1817147135734558,-181714.7135734558,1,5.438271370815755,5.425415337302969,0,0.0704546509263089,0.520520095603002,0.2091949316278593,5.425415337302969,dataset\external_videos\incorrect\P07_incorrect_side_30_002.mp4,868,28.973795,2.0,29.958105461893133,P07,side_30,external_video,1,0.088,0,false_negative,needs_manual_review,reports\figures\error_cases\false_negative\02_P07_incorrect_side_30_002_frame_868.jpg,True
0.574110746383667,0.7023549675941467,-0.2125968188047409,0.5574561953544617,0.746494710445404,-0.2495531737804412,0.5508366227149963,0.7469903826713562,-0.2496058046817779,0.5434718728065491,0.7475469708442688,-0.249916136264801,0.5663260221481323,0.7488349676132202,-0.193535178899765,0.5659165978431702,0.7509043216705322,-0.1935710906982422,0.5650224685668945,0.7530609965324402,-0.1937168687582016,0.5103172063827515,0.7350283861160278,-0.3140348792076111,0.5314781069755554,0.7439489364624023,-0.0649389997124672,0.5543342232704163,0.6530747413635254,-0.2281104773283004,0.5624441504478455,0.6579753160476685,-0.1565379798412323,0.4657931923866272,0.4791425466537475,-0.3819249868392944,0.4966027438640594,0.537570595741272,0.1218418926000595,0.5491962432861328,0.1131749227643013,-0.2905883491039276,0.5433511137962341,0.257295548915863,0.2283048927783966,0.6529338359832764,0.1961540579795837,-0.0399674847722053,0.6422767043113708,0.2512833178043365,0.0866412743926048,0.7020069360733032,0.1943404525518417,-0.0436087734997272,0.6749308705329895,0.2368456870317459,0.0764674320816993,0.7053835391998291,0.2540848851203918,-0.0437892340123653,0.6749232411384583,0.274030476808548,0.0373501814901828,0.6684743165969849,0.2565943300724029,-0.030117955058813,0.6651209592819214,0.2797707617282867,0.0644141808152198,0.4641898870468139,-0.0386590398848056,-0.1542244851589203,0.5115798711776733,0.0382132790982723,0.1545807421207428,0.7101927995681763,-0.0227908622473478,-0.3535217046737671,0.6892977356910706,0.0519221425056457,0.1381538957357406,0.7742062211036682,-0.273058533668518,-0.0134167047217488,0.673831045627594,-0.3713004887104034,0.1653215587139129,0.76029372215271,-0.3187479972839355,0.024108862504363,0.6548374891281128,-0.4274827837944031,0.168655976653099,0.8780816197395325,-0.3239663541316986,0.0640451684594154,0.7378242611885071,-0.4953596293926239,0.1648961901664734,0.0584280490875244,62.19698002957706,0.753293709738196,0.0929127782583236,0.1939983963966369,-193998.39639663696,1,6.265240352842305,5.913670590822889,0,0.0660535039374499,0.5086234101561996,0.2151003537146025,5.913670590822889,dataset\external_videos\incorrect\P07_incorrect_side_30_002.mp4,826,27.571837,2.0,29.958105461893133,P07,side_30,external_video,1,0.096,0,false_negative,needs_manual_review,reports\figures\error_cases\false_negative\03_P07_incorrect_side_30_002_frame_826.jpg,True
0.5735686421394348,0.7307310104370117,-0.1189413592219352,0.5607088804244995,0.7721356749534607,-0.1746010929346084,0.5568495988845825,0.7738630175590515,-0.174678236246109,0.5528135895729065,0.7756863832473755,-0.1747730523347854,0.5610149502754211,0.7718834280967712,-0.1052500307559967,0.5571997761726379,0.7730900049209595,-0.1053062975406646,0.5527082085609436,0.77451092004776,-0.1055165156722068,0.5174797177314758,0.7591878771781921,-0.2927532792091369,0.516925036907196,0.7625458240509033,-0.0360063686966896,0.5545238852500916,0.6906861066818237,-0.1815681010484695,0.554390549659729,0.6923689842224121,-0.0851522237062454,0.4724631905555725,0.5190060138702393,-0.4208124876022339,0.4557086825370788,0.5462552905082703,0.1450385600328445,0.557388186454773,0.1563187390565872,-0.3724786937236786,0.4748347103595733,0.2354966104030609,0.231400579214096,0.6756467819213867,0.0535370558500289,-0.1048145368695259,0.594237208366394,0.0746114403009414,0.2088144570589065,0.6991592645645142,0.0207827743142843,-0.116435021162033,0.6153709292411804,0.0346797257661819,0.2234368622303009,0.7002084255218506,0.04433199390769,-0.1097114905714988,0.6211153268814087,0.0447856783866882,0.1711894124746322,0.6874691247940063,0.0562931522727012,-0.0945905521512031,0.6112183928489685,0.0576732270419597,0.1855859011411667,0.4813956320285797,-0.0520991496741771,-0.1720854938030243,0.4632516503334045,0.0320991426706314,0.1725479215383529,0.7873884439468384,-0.0601977594196796,-0.2506181895732879,0.6964038610458374,0.054998155683279,0.2980164289474487,0.7651872038841248,-0.2978755533695221,0.0621278807520866,0.6574878692626953,-0.2894461750984192,0.3353882133960724,0.7311608195304871,-0.3154288828372955,0.107444629073143,0.6320284008979797,-0.3352665305137634,0.337072879076004,0.8325528502464294,-0.3797169327735901,0.2472734153270721,0.7158435583114624,-0.4065024852752685,0.3872345983982086,0.027249276638031,58.41427762751324,0.8697434431251876,0.1094827055931091,0.1981003582477569,-198100.35824775696,1,20.289148797974413,19.325871284821908,0,0.0319880699048522,0.5426931806032969,0.2263409259543599,19.325871284821908,dataset\external_videos\incorrect\P07_incorrect_side_30_002.mp4,112,3.738554,2.0,29.958105461893133,P07,side_30,external_video,1,0.112,0,false_negative,needs_manual_review,reports\figures\error_cases\false_negative\04_P07_incorrect_side_30_002_frame_112.jpg,True
0.581343412399292,0.6943150758743286,-0.2154402583837509,0.5658714771270752,0.7387958765029907,-0.2520745992660522,0.5590185523033142,0.7396625280380249,-0.2521428167819977,0.5513702034950256,0.7408064007759094,-0.2524368464946747,0.5750064253807068,0.7412551641464233,-0.1999208778142929,0.5745320916175842,0.7436884045600891,-0.1999797374010086,0.5735006332397461,0.7460997104644775,-0.200186014175415,0.5137732625007629,0.7310866117477417,-0.3145995438098907,0.5382532477378845,0.738930881023407,-0.0799397006630897,0.5587566494941711,0.6467588543891907,-0.2296888083219528,0.5681621432304382,0.6507851481437683,-0.162093386054039,0.4627345502376556,0.4806095957756042,-0.3677500188350677,0.5110617280006409,0.5384608507156372,0.0893359705805778,0.5374308228492737,0.1340937614440918,-0.2788760960102081,0.5572817921638489,0.2809350490570068,0.2351358383893966,0.6312971115112305,0.2097272276878357,-0.0606814101338386,0.6555196046829224,0.2693711519241333,0.1238143518567085,0.6666759252548218,0.1993249058723449,-0.0643428415060043,0.7012309432029724,0.2438459545373916,0.1147541552782058,0.6882262825965881,0.272900253534317,-0.0638521462678909,0.697620689868927,0.2622442543506622,0.0615259446203708,0.6620370745658875,0.2704669535160064,-0.0512532480061054,0.6787376999855042,0.2700371742248535,0.0977528989315033,0.4658835828304291,-0.0179019812494516,-0.1404470950365066,0.5218050479888916,0.0408851839601993,0.1407899409532547,0.6573804020881653,-0.045048851519823,-0.2836757898330688,0.6688004732131958,-0.0080477129667997,0.0973577052354812,0.6967290043830872,-0.3339489698410034,-0.0299254357814788,0.6687422394752502,-0.3999207317829132,0.1515830904245376,0.6779516935348511,-0.3893201947212219,-0.0032764470670372,0.6478385329246521,-0.4619971811771393,0.156687244772911,0.7857234477996826,-0.3805593252182007,0.0054518361575901,0.7540534734725952,-0.5101372599601746,0.1357177197933197,0.057851254940033,50.12564483157372,0.7990480466188806,0.0944452732801437,0.1847798526287078,-184779.8526287079,1,5.186161873018089,5.179163735492635,0,0.0753809247002971,0.4980920584295779,0.2075174777758443,5.179163735492635,dataset\external_videos\incorrect\P07_incorrect_side_30_002.mp4,854,28.506476,2.0,29.958105461893133,P07,side_30,external_video,1,0.112,0,false_negative,needs_manual_review,reports\figures\error_cases\false_negative\05_P07_incorrect_side_30_002_frame_854.jpg,True
0.5745202898979187,0.6983394622802734,-0.1985121518373489,0.5593364834785461,0.741756021976471,-0.2345905005931854,0.5526350736618042,0.7424778938293457,-0.2347029894590377,0.5450448393821716,0.7434597611427307,-0.23497074842453,0.5680665969848633,0.7443564534187317,-0.1828636676073074,0.5675722360610962,0.7465909719467163,-0.1829106509685516,0.5665568113327026,0.7488455772399902,-0.1830936074256897,0.5108325481414795,0.7333180904388428,-0.3032474219799042,0.5333261489868164,0.7411330938339233,-0.070003405213356,0.5552080869674683,0.6508091688156128,-0.2154221981763839,0.5627032518386841,0.655033528804779,-0.1481339782476425,0.4671569466590881,0.4801000952720642,-0.3741773664951324,0.4969485402107239,0.5384824275970459,0.0915040895342826,0.5375737547874451,0.1292571723461151,-0.2823593020439148,0.5486847162246704,0.270505428314209,0.2218645513057708,0.6374647617340088,0.2166208028793335,-0.0976056382060051,0.6505693197250366,0.2716105282306671,0.0874717533588409,0.6763250231742859,0.2002178430557251,-0.1078497618436813,0.691917359828949,0.247894287109375,0.0779866948723793,0.6966859102249146,0.2844679057598114,-0.1008088216185569,0.6944013833999634,0.2741456627845764,0.0252139344811439,0.6652544736862183,0.2819783985614776,-0.0866356641054153,0.6775516271591187,0.2814607918262481,0.0606224909424781,0.4668968617916107,-0.020768342539668,-0.1417329758405685,0.5097067356109619,0.0412580966949462,0.1421357244253158,0.6558369398117065,-0.0494306944310665,-0.2327195256948471,0.6534013152122498,-0.0132802128791809,0.1632838249206543,0.6760390400886536,-0.3268524706363678,0.002963155740872,0.6586388945579529,-0.3648719787597656,0.2411606907844543,0.6541696190834045,-0.3803430199623108,0.0253175869584083,0.6407062411308289,-0.4229339361190796,0.2462466359138488,0.7597668170928955,-0.3588146865367889,0.0482745021581649,0.7353198528289795,-0.4710720479488373,0.2271256148815155,0.0583823323249816,62.96548834602972,0.7174198468560258,0.0924675464630127,0.1890482008457183,-189048.2008457184,1,5.887225150910752,5.949169395212669,0,0.0655441513336656,0.4990855081360638,0.2104506340971499,5.887225150910752,dataset\external_videos\incorrect\P07_incorrect_side_30_002.mp4,840,28.039156,2.0,29.958105461893133,P07,side_30,external_video,1,0.12,0,false_negative,needs_manual_review,reports\figures\error_cases\false_negative\06_P07_incorrect_side_30_002_frame_840.jpg,True
0.6025214791297913,0.7090343832969666,-0.0932024046778678,0.5856994986534119,0.7571272850036621,-0.1323125958442688,0.5801023840904236,0.7583435773849487,-0.1323479264974594,0.573928952217102,0.7597625255584717,-0.1324542909860611,0.590668797492981,0.7582128047943115,-0.0865692347288131,0.5889931917190552,0.7601854801177979,-0.0867339000105857,0.5868238210678101,0.7626644372940063,-0.0871167555451393,0.5350645184516907,0.7477769255638123,-0.2294553369283676,0.5510731339454651,0.7538407444953918,0.027467306703329,0.5841317772865295,0.6630472540855408,-0.1202946975827217,0.5900102257728577,0.6664779186248779,-0.0628231838345527,0.4946255683898926,0.5049076676368713,-0.3530913591384887,0.5018199682235718,0.5553153157234192,0.2349545508623123,0.5397201776504517,0.1360648274421692,-0.2554589807987213,0.5364252328872681,0.2466502487659454,0.2122492045164108,0.6258061528205872,0.1886515319347381,0.1025264337658882,0.6281810402870178,0.2040468901395797,-0.0464908331632614,0.6532375812530518,0.1915552914142608,0.1118093654513359,0.6662884950637817,0.2107612937688827,-0.0558004975318908,0.6395817399024963,0.233574241399765,0.1222585514187812,0.6657295823097229,0.2412704676389694,-0.0984150841832161,0.626998782157898,0.2392996847629547,0.1188836544752121,0.6534450054168701,0.2451926320791244,-0.0738090649247169,0.4798270463943481,-0.0118557093665003,-0.1717268675565719,0.492373526096344,0.0483030453324317,0.1724626421928405,0.7722217440605164,0.0086577581241726,-0.2854120433330536,0.6702989339828491,0.1493545323610305,0.2854320108890533,0.796518087387085,-0.1614063531160354,0.0324592404067516,0.6666878461837769,-0.1026077717542648,0.2513962388038635,0.7788584232330322,-0.1811497211456298,0.0704599991440773,0.6538019776344299,-0.1450570672750473,0.2470582127571106,0.8681808114051819,-0.1797317564487457,0.1577537059783935,0.7198212742805481,-0.1418354362249374,0.2854755818843841,0.0504076480865478,81.87735294292254,1.356619996626821,0.104298710823059,0.1789228916168213,-178922.8916168213,1,8.392481814873095,8.342504366991266,0,0.050918467912773,0.5120313453498364,0.2071029266424713,8.342504366991266,dataset\external_videos\incorrect\P07_incorrect_side_30_002.mp4,630,21.029367,2.0,29.958105461893133,P07,side_30,external_video,1,0.124,0,false_negative,needs_manual_review,reports\figures\error_cases\false_negative\07_P07_incorrect_side_30_002_frame_630.jpg,True
0.5974788069725037,0.6856052279472351,-0.1616687625646591,0.582399308681488,0.7329051494598389,-0.2116615921258926,0.5762588381767273,0.7339627742767334,-0.2115961462259292,0.5694752335548401,0.7351698875427246,-0.2117059230804443,0.5880845189094543,0.7357264757156372,-0.152310773730278,0.5864270329475403,0.738602876663208,-0.1524216532707214,0.58421790599823,0.7414159178733826,-0.1525459438562393,0.5276039242744446,0.7260878682136536,-0.2581949830055237,0.5446875095367432,0.7340822219848633,-0.0306428335607051,0.5749367475509644,0.637387216091156,-0.1879096329212188,0.5822247266769409,0.641470730304718,-0.1129684820771217,0.464315801858902,0.4834580719470978,-0.3157463669776916,0.5134183168411255,0.5319356918334961,0.1454855501651764,0.5342298150062561,0.1351078152656555,-0.2387306839227676,0.5579119920730591,0.2759314775466919,0.2504068315029144,0.6241475343704224,0.2028734982013702,-0.0193534828722476,0.6535815000534058,0.2614274621009826,0.0445111319422721,0.6641741394996643,0.1976550817489624,-0.0171686764806509,0.6923254132270813,0.2445158511400222,0.026162689551711,0.6687806248664856,0.282086968421936,-0.0187337398529052,0.6884865164756775,0.2748956680297851,-0.0117600280791521,0.63926762342453,0.2636988162994385,-0.0096319271251559,0.6729021668434143,0.2779369950294494,0.0203220043331384,0.4695586562156677,-0.04673483222723,-0.1458983272314071,0.5292909145355225,0.0315348878502845,0.1462167799472808,0.6823839545249939,-0.0330252945423126,-0.3374355733394623,0.7080110907554626,0.043213065713644,0.107830062508583,0.7448171973228455,-0.2904036939144134,-0.0292390882968902,0.700515866279602,-0.3388386070728302,0.1479844003915786,0.7326425909996033,-0.3391284644603729,0.0034036547876894,0.686077892780304,-0.402407705783844,0.1520551592111587,0.8500226140022278,-0.3188259899616241,0.0292254667729139,0.7744424939155579,-0.4355397522449493,0.1470585167407989,0.0484776198863983,44.633087592582655,1.1737477432236074,0.1086117476224899,0.1779083460569381,-177908.34605693817,1,5.341232156618189,5.414337926673317,0,0.0690009899018094,0.5154049993959198,0.2084415777102224,5.341232156618189,dataset\external_videos\incorrect\P07_incorrect_side_30_002.mp4,882,29.441114,2.0,29.958105461893133,P07,side_30,external_video,1,0.128,0,false_negative,needs_manual_review,reports\figures\error_cases\false_negative\08_P07_incorrect_side_30_002_frame_882.jpg,True
0.615785539150238,0.7145372629165649,-0.0528632216155529,0.6042832732200623,0.7591574192047119,-0.1021099537611007,0.6007014513015747,0.7611517310142517,-0.1022129356861114,0.5968140959739685,0.7634820938110352,-0.1025073006749153,0.603183388710022,0.7590231895446777,-0.0307537987828254,0.5993784666061401,0.7607346773147583,-0.030717734247446,0.5952525734901428,0.7625925540924072,-0.0308257117867469,0.5620295405387878,0.7542676329612732,-0.2592378258705139,0.5613985061645508,0.7544488310813904,0.0694275796413421,0.596352756023407,0.6805219650268555,-0.1042904034256935,0.5949628353118896,0.6786705255508423,-0.0099120130762457,0.5001346468925476,0.5202456712722778,-0.3779288232326507,0.4641512632369995,0.5462703704833984,0.2444746345281601,0.554366409778595,0.1564700305461883,-0.3532858788967132,0.4918419420719147,0.2071129828691482,0.1936371177434921,0.624828040599823,0.1364061385393142,0.0386625044047832,0.5914590954780579,0.1796549409627914,-0.0700399056077003,0.6511695981025696,0.1704517602920532,0.0410319194197654,0.6059545278549194,0.169113427400589,-0.0867011770606041,0.6517311930656433,0.2098044753074646,0.0463188141584396,0.6147267818450928,0.1998077034950256,-0.1182119026780128,0.6455209255218506,0.2094092667102813,0.0516808219254016,0.6055824756622314,0.2022446542978286,-0.0949349477887153,0.5066630840301514,-0.0285684838891029,-0.181916132569313,0.4706305265426636,0.0295681655406951,0.182578295469284,0.8186867833137512,-0.0007363987388089,-0.2419597655534744,0.6898683905601501,0.117174819111824,0.3589689135551452,0.8100497126579285,-0.1355422586202621,0.1491200178861618,0.6564216613769531,-0.0903854370117187,0.361815333366394,0.784738302230835,-0.1476696580648422,0.1993793398141861,0.6327039003372192,-0.1220459416508674,0.362566590309143,0.872484028339386,-0.1540127247571945,0.3449024856090545,0.7019101977348328,-0.126739352941513,0.4275385737419128,0.0260246992111206,35.876039002250586,0.6994255028241508,0.1336425840854644,0.1812792420387268,-181279.2420387268,1,10.647211353739277,10.75149803198894,0,0.044408207218167,0.532797877698541,0.2252165710492363,10.647211353739277,dataset\external_videos\incorrect\P07_incorrect_side_30_002.mp4,126,4.205873,2.0,29.958105461893133,P07,side_30,external_video,1,0.132,0,false_negative,needs_manual_review,reports\figures\error_cases\false_negative\09_P07_incorrect_side_30_002_frame_126.jpg,True
0.496992290019989,0.6880326271057129,-0.3999125361442566,0.4805190861225128,0.7276098728179932,-0.4368661642074585,0.472826212644577,0.7280031442642212,-0.4369001686573028,0.463778018951416,0.7285395264625549,-0.4370497465133667,0.4913006722927093,0.7295828461647034,-0.3898032903671264,0.4918794631958008,0.7312667369842529,-0.3900081217288971,0.4919300377368927,0.733568012714386,-0.3903277516365051,0.4230572283267975,0.7145727276802063,-0.4673135578632355,0.4548508524894714,0.726901113986969,-0.2590611279010772,0.4778090417385101,0.6411780714988708,-0.3993054628372192,0.4892013370990753,0.6443303227424622,-0.3391527831554413,0.3884877264499664,0.4560284912586212,-0.4923602640628814,0.4519890546798706,0.530692994594574,-0.0735792592167854,0.5140394568443298,0.1421397030353546,-0.4211644828319549,0.5412142872810364,0.2941519320011139,0.0135014951229095,0.6080824732780457,0.0906543359160423,-0.2522149384021759,0.623362123966217,0.1424106806516647,-0.1011556386947631,0.6402301788330078,0.0590240731835365,-0.2700121998786926,0.652108907699585,0.1214314103126525,-0.1123481467366218,0.6340058445930481,0.0869485810399055,-0.2769308090209961,0.6487511396408081,0.1339830160140991,-0.1567335277795791,0.6296664476394653,0.1119886860251426,-0.2481364458799362,0.6363903880119324,0.1436708122491836,-0.1232624053955078,0.4257105588912964,-0.0351180993020534,-0.140133649110794,0.4804032444953918,0.0238782428205013,0.1404366940259933,0.5599544048309326,-0.2023452669382095,-0.2134732753038406,0.6299664378166199,-0.0814825594425201,0.1339794993400573,0.5998006463050842,-0.5795461535453796,-0.0622148886322975,0.6774657964706421,-0.4897390902042389,0.208226278424263,0.5835747122764587,-0.6359030604362488,-0.0486344806849956,0.6659876704216003,-0.5521426200866699,0.216895580291748,0.6725984811782837,-0.6786186695098877,-0.1357025206089019,0.7570889592170715,-0.5966116189956665,0.1744909584522247,0.0746645033359527,49.61920636680839,3.762987066911727,0.0767538994550705,0.1946718841791153,-194671.8841791153,1,5.616640014789553,5.300364877983309,0,0.0980163595802585,0.500058761418425,0.2092565496499594,5.300364877983309,dataset\external_videos\incorrect\P07_incorrect_side_30_002.mp4,1400,46.731927,2.0,29.958105461893133,P07,side_30,external_video,1,0.144,0,false_negative,needs_manual_review,reports\figures\error_cases\false_negative\10_P07_incorrect_side_30_002_frame_1400.jpg,True
