n,threshold,accuracy,accuracy_ci_low,accuracy_ci_high,precision_incorrect,recall_incorrect,f1_incorrect,macro_f1,mcc,roc_auc,pr_auc,brier_score,false_positive,false_negative,protocol,model_id,feature_set,f1_ci_low,f1_ci_high
4556,0.5,0.8215539947322212,0.8101664567277677,0.8323997435360858,0.7946549391069012,0.9193737769080235,0.8524768644529124,0.813353122590244,0.6404798127058315,0.8222463132425959,0.8487078971047015,0.18574951712028098,607,206,corrected_external_frame_level,random_forest__ergonomic_14,ergonomic_14,0.8416956562287927,0.8618178715764739
