threshold,accuracy,precision_incorrect,recall_incorrect,f1_incorrect,macro_f1,mcc,roc_auc,pr_auc,true_negative,false_positive,false_negative,true_positive,n_test,model_id,algorithm,algorithm_family,feature_set,class_weight,threshold_source,feature_count,train_seconds,predict_seconds
0.26,0.7445127304653204,0.70389914980944,0.9397260273972603,0.8048944016091183,0.7174503794441014,0.49767186133952296,0.8736355892503845,0.9061004777586725,991,1010,154,2401,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.27,0.7453906935908692,0.7053282307918752,0.9377690802348336,0.8051075268817204,0.7190094596433918,0.49857055561873026,0.8736355892503845,0.9061004777586725,1000,1001,159,2396,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.28,0.7453906935908692,0.7061779485663612,0.9350293542074364,0.8046480296396092,0.7195892952230812,0.49747171769310455,0.8736355892503845,0.9061004777586725,1007,994,166,2389,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.29,0.7489025460930641,0.7097829319060363,0.9342465753424658,0.8066914498141264,0.7242599390585973,0.5040197081727978,0.8736355892503845,0.9061004777586725,1025,976,168,2387,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.3,0.7489025460930641,0.7104085893229943,0.9322896281800391,0.8063642518618822,0.7246552844827514,0.5032783729733744,0.8736355892503845,0.9061004777586725,1030,971,173,2382,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.31,0.7510974539069359,0.7130434782608696,0.9307240704500979,0.8074702886247878,0.727757490681109,0.5069866329240232,0.8736355892503845,0.9061004777586725,1044,957,177,2378,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.32,0.752414398595259,0.7148449262270401,0.9291585127201566,0.8080326752893124,0.7297270916619616,0.5089979657508045,0.8736355892503845,0.9061004777586725,1054,947,181,2374,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.33,0.7532923617208077,0.7166212534059946,0.9264187866927593,0.8081256401502219,0.7313523099337464,0.5097686224463932,0.8736355892503845,0.9061004777586725,1065,936,188,2367,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.34,0.7552677787532923,0.7192448233861145,0.9244618395303327,0.8090426442884056,0.7341882943409641,0.5129838349713226,0.8736355892503845,0.9061004777586725,1079,922,193,2362,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.35,0.754828797190518,0.7197432762836186,0.9217221135029354,0.8083061609747726,0.7341378597872341,0.5112506745696521,0.8736355892503845,0.9061004777586725,1084,917,200,2355,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.36,0.7552677787532923,0.7208588957055214,0.9197651663405088,0.8082545141874462,0.7350341421407356,0.5115094869959005,0.8736355892503845,0.9061004777586725,1091,910,205,2350,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.37,0.7579016681299385,0.7240740740740741,0.9181996086105675,0.8096635030198447,0.7385670544945471,0.5162134443960608,0.8736355892503845,0.9061004777586725,1107,894,209,2346,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.38,0.7603160667251976,0.7268217054263566,0.9174168297455969,0.8110726643598616,0.7416707859614434,0.5207246986705736,0.8736355892503845,0.9061004777586725,1120,881,211,2344,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.39,0.7611940298507462,0.7284335098100281,0.9154598825831702,0.8113076656260839,0.7430716451262518,0.5219000002364172,0.8736355892503845,0.9061004777586725,1129,872,216,2339,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.4,0.7649253731343284,0.7326018808777429,0.9146771037181997,0.8135770234986945,0.7477448527056882,0.5290117131668881,0.8736355892503845,0.9061004777586725,1148,853,218,2337,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.41,0.7649253731343284,0.7333333333333333,0.912720156555773,0.8132519616390584,0.7480532831588838,0.5284996777081172,0.8736355892503845,0.9061004777586725,1153,848,223,2332,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.42,0.7664618086040387,0.7352477122120543,0.9119373776908023,0.8141160027952481,0.7500332080091943,0.5313191987682984,0.8736355892503845,0.9061004777586725,1162,839,225,2330,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.43,0.7673397717295873,0.7372262773722628,0.909197651663405,0.8142306344199088,0.751507566182356,0.5323737364160566,0.8736355892503845,0.9061004777586725,1173,828,232,2323,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.44,0.7688762071992976,0.7397828863346104,0.9068493150684932,0.8148408651310005,0.753697804828274,0.5348532814785936,0.8736355892503845,0.9061004777586725,1186,815,238,2317,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.45,0.7721685689201053,0.7433429579724093,0.9068493150684932,0.8169957686882934,0.7576257913208908,0.541340242603988,0.8736355892503845,0.9061004777586725,1201,800,238,2317,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.46,0.7732660228270413,0.7458010335917312,0.9037181996086106,0.8172004954875244,0.7593659224042649,0.5428319419472725,0.8736355892503845,0.9061004777586725,1214,787,246,2309,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.47,0.7761194029850746,0.7495934959349594,0.9021526418786693,0.8188277087033747,0.7629463069651279,0.5481497264150631,0.8736355892503845,0.9061004777586725,1231,770,250,2305,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.48,0.7783143107989464,0.7525335076822491,0.9009784735812133,0.8200926255789098,0.7656781023835086,0.5522604737809585,0.8736355892503845,0.9061004777586725,1244,757,253,2302,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.49,0.7796312554872695,0.7546798029556651,0.899412915851272,0.8207142857142857,0.7674186462739994,0.5545759921172458,0.8736355892503845,0.9061004777586725,1254,747,257,2298,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.5,0.7827041264266901,0.7588488256698643,0.8978473581213308,0.8225170311939763,0.7711906038822174,0.5603860258702364,0.8736355892503845,0.9061004777586725,1272,729,261,2294,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.51,0.7868744512730466,0.7641761174116077,0.8966731898238748,0.8251395641995318,0.7761550588629016,0.5684588188201143,0.8736355892503845,0.9061004777586725,1294,707,264,2291,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.52,0.7868744512730466,0.7650602409638554,0.8947162426614481,0.8248241024715858,0.7763795491343639,0.5681566133046794,0.8736355892503845,0.9061004777586725,1299,702,269,2286,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.53,0.7917032484635645,0.7711006076975017,0.8939334637964775,0.8279862243973174,0.7820042387633319,0.5776380467477444,0.8736355892503845,0.9061004777586725,1323,678,271,2284,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.54,0.792361720807726,0.7729894808279606,0.8915851272015656,0.8280625227190113,0.7830063306115832,0.5786324311036056,0.8736355892503845,0.9061004777586725,1332,669,277,2278,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.55,0.7936786654960492,0.7755032412146026,0.8896281800391389,0.8286547575647102,0.784707963448654,0.5810141070549778,0.8736355892503845,0.9061004777586725,1343,658,282,2273,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.56,0.7938981562774363,0.7772820864790666,0.8864970645792564,0.8283049917718047,0.7852751969564487,0.5810948076209341,0.8736355892503845,0.9061004777586725,1352,649,290,2265,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.57,0.7954345917471466,0.7806987201660325,0.8833659491193738,0.8288652221814176,0.7873185903596668,0.5838569150380848,0.8736355892503845,0.9061004777586725,1367,634,298,2257,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.58,0.7969710272168569,0.7835768963117606,0.8814090019569472,0.829618714312028,0.7892323818641325,0.5867691982782587,0.8736355892503845,0.9061004777586725,1379,622,303,2252,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.59,0.800702370500439,0.7894551845342707,0.8790606653620352,0.8318518518518518,0.7936198914431674,0.5941059522738737,0.8736355892503845,0.9061004777586725,1402,599,309,2246,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.6,0.8022388059701493,0.7936789772727273,0.8747553816046967,0.8322472537702477,0.7957012799190719,0.5969509805008429,0.8736355892503845,0.9061004777586725,1420,581,320,2235,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.61,0.8033362598770851,0.7967799642218247,0.8716242661448141,0.8325233644859813,0.7971760894731874,0.5990361297938467,0.8736355892503845,0.9061004777586725,1433,568,328,2227,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.62,0.8042142230026339,0.7992083483267363,0.8692759295499022,0.8327709036370454,0.7983335725173051,0.6007429135790264,0.8736355892503845,0.9061004777586725,1443,558,334,2221,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.63,0.8022388059701493,0.8005087209302325,0.8622309197651663,0.830224232146222,0.7967152698181832,0.5965631322718346,0.8736355892503845,0.9061004777586725,1452,549,352,2203,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.64,0.8033362598770851,0.8044036697247706,0.8579256360078278,0.8303030303030303,0.7982412855064211,0.5988106346405928,0.8736355892503845,0.9061004777586725,1468,533,363,2192,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.65,0.8061896400351185,0.8110119047619048,0.8532289628180039,0.8315849704367728,0.8016803115300948,0.6047845844776398,0.8736355892503845,0.9061004777586725,1493,508,375,2180,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.66,0.8061896400351185,0.8138138138138138,0.8485322896281801,0.8308105000958038,0.8019965677977092,0.6049469681800391,0.8736355892503845,0.9061004777586725,1505,496,387,2168,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.67,0.805531167690957,0.8166982922201138,0.8422700587084149,0.8292870905587668,0.8016909700626573,0.6038937317598972,0.8736355892503845,0.9061004777586725,1518,483,403,2152,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.68,0.8037752414398596,0.8212765957446808,0.8309197651663405,0.8260700389105058,0.8004972551047997,0.6010659751492855,0.8736355892503845,0.9061004777586725,1539,462,432,2123,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.69,0.8009218612818262,0.821875,0.8234833659491194,0.8226783968719452,0.797879103364669,0.5957601803156929,0.8736355892503845,0.9061004777586725,1545,456,451,2104,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.7,0.7952151009657594,0.82414068745004,0.8070450097847358,0.815503262804034,0.7927084748052229,0.5856361195935846,0.8736355892503845,0.9061004777586725,1561,440,493,2062,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.71,0.795873573309921,0.8296146044624746,0.8003913894324853,0.8147410358565738,0.7937341542919232,0.5880993863313836,0.8736355892503845,0.9061004777586725,1581,420,510,2045,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.72,0.7936786654960492,0.8316221765913757,0.7925636007827789,0.811623246492986,0.791789303983999,0.5846955399362292,0.8736355892503845,0.9061004777586725,1591,410,530,2025,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.73,0.7875329236172081,0.8343868520859671,0.7749510763209393,0.8035714285714286,0.7861069379950834,0.5747561340529032,0.8736355892503845,0.9061004777586725,1608,393,575,1980,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.74,0.7855575065847235,0.8354591836734694,0.7690802348336595,0.8008966782147952,0.7842771143749363,0.5717068203534093,0.8736355892503845,0.9061004777586725,1614,387,590,1965,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.75,0.788630377524144,0.8448873483535528,0.7632093933463796,0.8019740900678594,0.7876662636736096,0.5800133255237231,0.8736355892503845,0.9061004777586725,1643,358,605,1950,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.76,0.7877524143985952,0.847331583552056,0.7581213307240704,0.80024788266887,0.7869186030061747,0.5793806679660278,0.8736355892503845,0.9061004777586725,1652,349,618,1937,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.77,0.7859964881474978,0.8514234875444839,0.7491193737769081,0.797001873828857,0.7853656387013861,0.5779326821259899,0.8736355892503845,0.9061004777586725,1667,334,641,1914,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.78,0.7827041264266901,0.8568171454628363,0.7354207436399217,0.7914911541701769,0.7823175294223936,0.5746065680784296,0.8736355892503845,0.9061004777586725,1687,314,676,1879,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.79,0.7758999122036875,0.8607714016933208,0.7162426614481409,0.781884212775048,0.7757310930722453,0.5653593642314378,0.8736355892503845,0.9061004777586725,1705,296,725,1830,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.8,0.7701931518876207,0.8628488931665063,0.7017612524461839,0.7740125188862508,0.7701274918610759,0.5573340834556707,0.8736355892503845,0.9061004777586725,1716,285,762,1793,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.81,0.766900790166813,0.8646800195407914,0.6927592954990215,0.7692307692307693,0.7668770254136108,0.5530660000791248,0.8736355892503845,0.9061004777586725,1724,277,785,1770,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.82,0.7647058823529411,0.871306960440661,0.6810176125244618,0.7644991212653779,0.7647057009835662,0.5527024908907051,0.8736355892503845,0.9061004777586725,1744,257,815,1740,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.83,0.7631694468832309,0.8738601823708206,0.675146771037182,0.7617575623758004,0.7631611289950134,0.5515558173261663,0.8736355892503845,0.9061004777586725,1752,249,830,1725,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.84,0.7609745390693591,0.8766700924974307,0.6677103718199608,0.7580537658298157,0.7609397000912252,0.5495735709409575,0.8736355892503845,0.9061004777586725,1761,240,849,1706,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.85,0.7559262510974539,0.8767624020887729,0.6571428571428571,0.7512304250559284,0.7558392538894463,0.5421279050736955,0.8736355892503845,0.9061004777586725,1765,236,876,1679,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.86,0.754828797190518,0.8808262711864406,0.650880626223092,0.7485932928201665,0.7546778843625356,0.5424501857839639,0.8736355892503845,0.9061004777586725,1776,225,892,1663,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.87,0.746268656716418,0.8791327913279133,0.6348336594911937,0.7372727272727273,0.7459708288316098,0.5291526313003072,0.8736355892503845,0.9061004777586725,1778,223,933,1622,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.88,0.7374890254609306,0.8802462227196418,0.6156555772994129,0.7245508982035929,0.7369085727915239,0.51708829467754,0.8736355892503845,0.9061004777586725,1787,214,982,1573,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.89,0.7295873573309921,0.8803910293271996,0.5992172211350294,0.7130880298090359,0.7286901336259791,0.5059610655758943,0.8736355892503845,0.9061004777586725,1793,208,1024,1531,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.9,0.7221246707638279,0.8824925816023739,0.5819960861056751,0.7014150943396227,0.7207814387954271,0.4965815085698946,0.8736355892503845,0.9061004777586725,1803,198,1068,1487,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.91,0.7214661984196664,0.8974042027194067,0.5682974559686889,0.6959022286125089,0.7194838132331627,0.5033255481774457,0.8736355892503845,0.9061004777586725,1835,166,1103,1452,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.92,0.7157594381035997,0.9043645699614891,0.55146771037182,0.6851446632628252,0.7130464264503764,0.4990480167003766,0.8736355892503845,0.9061004777586725,1852,149,1146,1409,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.93,0.7131255487269534,0.9171122994652406,0.536986301369863,0.6773636139224882,0.709557128044034,0.5019979000743323,0.8736355892503845,0.9061004777586725,1877,124,1183,1372,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.94,0.7126865671641791,0.9290633608815427,0.5279843444227006,0.6733216870476666,0.7084532039547833,0.5075127128985425,0.8736355892503845,0.9061004777586725,1898,103,1206,1349,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.95,0.7054433713784021,0.9436722750548646,0.5048923679060665,0.6578276389597144,0.6996267289210903,0.5050993742405712,0.8736355892503845,0.9061004777586725,1924,77,1265,1290,4556,hist_gradient_boosting_balanced_sample_weight__combined_v2,hist_gradient_boosting,HistGradientBoosting,combined_v2,balanced_sample_weight,external_threshold_sweep,126,1.5931,0.0195
0.05,0.6922739244951712,0.7306922769107643,0.7146771037181996,0.7225959635931936,0.6885527871194159,0.3773175719655153,0.7054689876196931,0.7378206318093627,1328,673,729,1826,4556,logistic_regression_none__combined_v2_with_view,logistic_regression,Logistic Regression,combined_v2_with_view,none,external_threshold_sweep,130,0.5387,0.0077
0.06,0.6975417032484635,0.7389362565976452,0.7123287671232876,0.7253886010362695,0.6943992345679637,0.3893742261257085,0.7054689876196931,0.7378206318093627,1358,643,735,1820,4556,logistic_regression_none__combined_v2_with_view,logistic_regression,Logistic Regression,combined_v2_with_view,none,external_threshold_sweep,130,0.5387,0.0077
0.07,0.7008340649692713,0.7464846980976013,0.7064579256360078,0.7259199678262618,0.6983066860150879,0.3978941890967165,0.7054689876196931,0.7378206318093627,1388,613,750,1805,4556,logistic_regression_none__combined_v2_with_view,logistic_regression,Logistic Regression,combined_v2_with_view,none,external_threshold_sweep,130,0.5387,0.0077
0.08,0.7036874451273046,0.7519866164784609,0.7037181996086106,0.7270521633643349,0.7015001575343038,0.40484188389315884,0.7054689876196931,0.7378206318093627,1408,593,757,1798,4556,logistic_regression_none__combined_v2_with_view,logistic_regression,Logistic Regression,combined_v2_with_view,none,external_threshold_sweep,130,0.5387,0.0077
0.09,0.7054433713784021,0.7560151962853525,0.7009784735812133,0.7274573517465476,0.7035090006106186,0.40939150181256595,0.7054689876196931,0.7378206318093627,1423,578,764,1791,4556,logistic_regression_none__combined_v2_with_view,logistic_regression,Logistic Regression,combined_v2_with_view,none,external_threshold_sweep,130,0.5387,0.0077
0.1,0.7069798068481123,0.7600170502983802,0.6978473581213307,0.7276066108957355,0.7052898882073073,0.4135817705415348,0.7054689876196931,0.7378206318093627,1438,563,772,1783,4556,logistic_regression_none__combined_v2_with_view,logistic_regression,Logistic Regression,combined_v2_with_view,none,external_threshold_sweep,130,0.5387,0.0077
0.11,0.7087357330992098,0.7646551724137931,0.6943248532289629,0.7277948717948718,0.707300787325333,0.4184049284098969,0.7054689876196931,0.7378206318093627,1455,546,781,1774,4556,logistic_regression_none__combined_v2_with_view,logistic_regression,Logistic Regression,combined_v2_with_view,none,external_threshold_sweep,130,0.5387,0.0077
0.12,0.7093942054433714,0.7674923946110387,0.6911937377690802,0.7273476112026359,0.7081286928193631,0.4207038297707698,0.7054689876196931,0.7378206318093627,1466,535,789,1766,4556,logistic_regression_none__combined_v2_with_view,logistic_regression,Logistic Regression,combined_v2_with_view,none,external_threshold_sweep,130,0.5387,0.0077
0.13,0.7091747146619842,0.7690288713910761,0.6880626223091977,0.7262962197892997,0.708032211978471,0.42104939326969726,0.7054689876196931,0.7378206318093627,1473,528,797,1758,4556,logistic_regression_none__combined_v2_with_view,logistic_regression,Logistic Regression,combined_v2_with_view,none,external_threshold_sweep,130,0.5387,0.0077
0.14,0.711369622475856,0.7740937223695844,0.6853228962818004,0.727008511521694,0.7104192732230123,0.4267706369663709,0.7054689876196931,0.7378206318093627,1490,511,804,1751,4556,logistic_regression_none__combined_v2_with_view,logistic_regression,Logistic Regression,combined_v2_with_view,none,external_threshold_sweep,130,0.5387,0.0077
