threshold,accuracy,precision_incorrect,recall_incorrect,f1_incorrect,macro_f1,mcc,roc_auc,pr_auc,true_negative,false_positive,false_negative,true_positive,n_test,model_id,algorithm,algorithm_family,feature_set,class_weight,threshold_source,feature_count,train_seconds,predict_seconds
0.86,0.6220368744512731,0.5976095617529881,0.9980430528375733,0.7475813544415127,0.4978081444696647,0.28500350161144816,0.5738641442488148,0.6043534563462026,284,1717,5,2550,4556,mlp_sklearn_none__raw_99,mlp_sklearn,MLPClassifier,raw_99,none,external_threshold_sweep,99,1.4273,0.0056
0.87,0.6240122914837577,0.5989191729323309,0.997651663405088,0.7484950814858318,0.5020180752931115,0.2893079536535355,0.5738641442488148,0.6043534563462026,294,1707,6,2549,4556,mlp_sklearn_none__raw_99,mlp_sklearn,MLPClassifier,raw_99,none,external_threshold_sweep,99,1.4273,0.0056
0.88,0.6262071992976295,0.6003297220913801,0.997651663405088,0.7495956476988678,0.5063426096564438,0.29478759415810635,0.5738641442488148,0.6043534563462026,304,1697,6,2549,4556,mlp_sklearn_none__raw_99,mlp_sklearn,MLPClassifier,raw_99,none,external_threshold_sweep,99,1.4273,0.0056
0.89,0.6286215978928885,0.6019371604063312,0.9972602739726028,0.7507365939893931,0.5113407582683627,0.30007721780783464,0.5738641442488148,0.6043534563462026,316,1685,7,2548,4556,mlp_sklearn_none__raw_99,mlp_sklearn,MLPClassifier,raw_99,none,external_threshold_sweep,99,1.4273,0.0056
0.9,0.6314749780509219,0.6038406827880513,0.9968688845401175,0.752103942123136,0.5171379052214654,0.30637225933044326,0.5738641442488148,0.6043534563462026,330,1671,8,2547,4556,mlp_sklearn_none__raw_99,mlp_sklearn,MLPClassifier,raw_99,none,external_threshold_sweep,99,1.4273,0.0056
0.91,0.632791922739245,0.604750593824228,0.9964774951076321,0.7526977087952698,0.519936412983063,0.3089177586519654,0.5738641442488148,0.6043534563462026,337,1664,9,2546,4556,mlp_sklearn_none__raw_99,mlp_sklearn,MLPClassifier,raw_99,none,external_threshold_sweep,99,1.4273,0.0056
0.92,0.6347673397717296,0.606046179481076,0.9964774951076321,0.753700414446418,0.5237092904150595,0.3136309470247909,0.5738641442488148,0.6043534563462026,346,1655,9,2546,4556,mlp_sklearn_none__raw_99,mlp_sklearn,MLPClassifier,raw_99,none,external_threshold_sweep,99,1.4273,0.0056
0.93,0.6356453028972783,0.6067254948724063,0.9956947162426615,0.7540011855364552,0.5259007619729653,0.31451230764974203,0.5738641442488148,0.6043534563462026,352,1649,11,2544,4556,mlp_sklearn_none__raw_99,mlp_sklearn,MLPClassifier,raw_99,none,external_threshold_sweep,99,1.4273,0.0056
0.94,0.6380597014925373,0.6085810162991371,0.9937377690802348,0.7548684406124573,0.5317319142265641,0.317348328667584,0.5738641442488148,0.6043534563462026,368,1633,16,2539,4556,mlp_sklearn_none__raw_99,mlp_sklearn,MLPClassifier,raw_99,none,external_threshold_sweep,99,1.4273,0.0056
0.95,0.6422300263388938,0.6116340815833937,0.9917808219178083,0.7566437742609734,0.5407079683235273,0.3244226310581409,0.5738641442488148,0.6043534563462026,392,1609,21,2534,4556,mlp_sklearn_none__raw_99,mlp_sklearn,MLPClassifier,raw_99,none,external_threshold_sweep,99,1.4273,0.0056
0.05,0.62071992976295,0.5965444781695074,1.0,0.7472945305644926,0.49370003573079513,0.28528516865832604,0.5341654026215854,0.5903827133815236,273,1728,0,2555,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.06,0.6222563652326603,0.5975210477081384,1.0,0.7480603132777046,0.49678333506936523,0.2891559114190562,0.5341654026215854,0.5903827133815236,280,1721,0,2555,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.07,0.6235733099209834,0.5983606557377049,1.0,0.7487179487179487,0.49941363111454934,0.29244283606255367,0.5341654026215854,0.5903827133815236,286,1715,0,2555,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.08,0.6251097453906936,0.5993431855500821,1.0,0.7494866529774127,0.5024678251809469,0.2962429690890902,0.5341654026215854,0.5903827133815236,293,1708,0,2555,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.09,0.6286215978928885,0.6016489988221437,0.9996086105675147,0.7511764705882353,0.5096712802768166,0.3040996983517666,0.5341654026215854,0.5903827133815236,310,1691,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.1,0.6310359964881475,0.6032120925838451,0.9996086105675147,0.7523935778465164,0.5143801724790051,0.30989366536232693,0.5341654026215854,0.5903827133815236,321,1680,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.11,0.6321334503950834,0.6039252778434618,0.9996086105675147,0.7529481132075472,0.516508420864942,0.31250156811882296,0.5341654026215854,0.5903827133815236,326,1675,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.12,0.632791922739245,0.6043539990534784,0.9996086105675147,0.7532812269576759,0.5177817546199791,0.31405885133007544,0.5341654026215854,0.5903827133815236,329,1672,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.13,0.6336698858647937,0.6049265750828992,0.9996086105675147,0.753725837391176,0.5194753383958022,0.31612670856804354,0.5341654026215854,0.5903827133815236,333,1668,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.14,0.6358647936786654,0.6063627730294397,0.9996086105675147,0.7548396630707846,0.5236884882518102,0.32125498029912103,0.5341654026215854,0.5903827133815236,343,1658,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.15,0.6371817383669885,0.6072277698525915,0.9996086105675147,0.7555095400088744,0.5262022391664959,0.32430452532963866,0.5341654026215854,0.5903827133815236,349,1652,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.16,0.6382791922739245,0.6079504879790526,0.9996086105675147,0.7560686796921255,0.5282890087764532,0.32683065090859925,0.5341654026215854,0.5903827133815236,354,1647,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.17,0.6393766461808604,0.6086749285033365,0.9996086105675147,0.7566286476077618,0.5303685381198487,0.32934335384221713,0.5341654026215854,0.5903827133815236,359,1642,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.18,0.6404741000877963,0.609401097590074,0.9996086105675147,0.7571894455973911,0.5324408766448494,0.3318429601166281,0.5341654026215854,0.5903827133815236,364,1637,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.19,0.641352063213345,0.609983281585861,0.9996086105675147,0.7576386828834174,0.5340936030450842,0.3338334274336659,0.5341654026215854,0.5903827133815236,368,1633,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.2,0.6426690079016681,0.6108586462568764,0.9996086105675147,0.7583135391923991,0.5365641770036069,0.33680413111823504,0.5341654026215854,0.5903827133815236,374,1627,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.21,0.6433274802458296,0.6112972714217328,0.9996086105675147,0.7586514183870489,0.5377956545487157,0.33828287243537786,0.5341654026215854,0.5903827133815236,377,1624,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.22,0.6455223880597015,0.6127639155470249,0.9996086105675147,0.7597798601814666,0.5418823955574558,0.3431811178991444,0.5341654026215854,0.5903827133815236,387,1614,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.23,0.6459613696224759,0.6130580892942871,0.9996086105675147,0.7600059514953132,0.5426964094574015,0.3441551955938545,0.5341654026215854,0.5903827133815236,389,1612,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.24,0.647278314310799,0.6139423076923077,0.9996086105675147,0.7606850335070737,0.5451318367368494,0.347066591536397,0.5341654026215854,0.5903827133815236,395,1606,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.25,0.6485952589991221,0.6148290804044295,0.9996086105675147,0.7613653301535251,0.5475574049852103,0.3499620748652052,0.5341654026215854,0.5903827133815236,401,1600,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.26,0.6512291483757682,0.6166103331723805,0.9996086105675147,0.7627295804091384,0.5523792829581924,0.35570699770668346,0.5341654026215854,0.5903827133815236,413,1588,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.27,0.6516681299385426,0.6169082125603865,0.9996086105675147,0.7629574309185959,0.553179170568938,0.35665869195576616,0.5341654026215854,0.5903827133815236,415,1586,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.28,0.6518876207199298,0.6170572602077796,0.9996086105675147,0.7630714072303555,0.5535787143678659,0.3571339320879423,0.5341654026215854,0.5903827133815236,416,1585,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.29,0.6529850746268657,0.6178035800677311,0.9996086105675147,0.7636417999701002,0.55557244765323,0.3595041335794424,0.5341654026215854,0.5903827133815236,421,1580,1,2554,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.3,0.6536435469710272,0.6183095180431097,0.9992172211350293,0.7639138240574507,0.5569980981901751,0.36034699675185555,0.5341654026215854,0.5903827133815236,425,1576,2,2553,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.31,0.654521510096576,0.618909090909091,0.9992172211350293,0.76437125748503,0.5585836550583044,0.3622346703499883,0.5341654026215854,0.5903827133815236,429,1572,2,2553,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.32,0.6547410008779632,0.6190591658583899,0.9992172211350293,0.7644857014523132,0.5589793899781089,0.3627056239819674,0.5341654026215854,0.5903827133815236,430,1571,2,2553,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.33,0.6549604916593503,0.6192093136065971,0.9992172211350293,0.7646001796945193,0.5593748638817708,0.3631761950409852,0.5341654026215854,0.5903827133815236,431,1570,2,2553,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.34,0.6553994732221247,0.6195098277117205,0.9992172211350293,0.7648292390653085,0.5601650300416855,0.3641161960309312,0.5341654026215854,0.5903827133815236,433,1568,2,2553,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.35,0.655838454784899,0.619810633648944,0.9992172211350293,0.7650584357207072,0.5609541563345127,0.36505468640634897,0.5341654026215854,0.5903827133815236,435,1566,2,2553,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.36,0.6560579455662863,0.6199611461874697,0.9992172211350293,0.7651730855687098,0.5613483304022311,0.36552336916196715,0.5341654026215854,0.5903827133815236,436,1565,2,2553,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.37,0.6560579455662863,0.6199611461874697,0.9992172211350293,0.7651730855687098,0.5613483304022311,0.36552336916196715,0.5341654026215854,0.5903827133815236,436,1565,2,2553,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.38,0.6560579455662863,0.6199611461874697,0.9992172211350293,0.7651730855687098,0.5613483304022311,0.36552336916196715,0.5341654026215854,0.5903827133815236,436,1565,2,2553,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.39,0.6560579455662863,0.6199611461874697,0.9992172211350293,0.7651730855687098,0.5613483304022311,0.36552336916196715,0.5341654026215854,0.5903827133815236,436,1565,2,2553,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.4,0.6560579455662863,0.6199611461874697,0.9992172211350293,0.7651730855687098,0.5613483304022311,0.36552336916196715,0.5341654026215854,0.5903827133815236,436,1565,2,2553,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.41,0.6564969271290606,0.6202623906705539,0.9992172211350293,0.7654024883825513,0.5621359021183547,0.3664596178245883,0.5341654026215854,0.5903827133815236,438,1563,2,2553,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.42,0.6567164179104478,0.6204131227217496,0.9992172211350293,0.7655172413793103,0.5625293004603349,0.36692718691035875,0.5341654026215854,0.5903827133815236,439,1562,2,2553,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.43,0.6567164179104478,0.6204131227217496,0.9992172211350293,0.7655172413793103,0.5625293004603349,0.36692718691035875,0.5341654026215854,0.5903827133815236,439,1562,2,2553,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.44,0.6569359086918349,0.620563928050559,0.9992172211350293,0.7656320287899235,0.5629224409197264,0.36739438793653295,0.5341654026215854,0.5903827133815236,440,1561,2,2553,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.45,0.6571553994732221,0.6207148067104303,0.9992172211350293,0.765746850629874,0.5633153238419419,0.3678612224699834,0.5341654026215854,0.5903827133815236,441,1560,2,2553,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.46,0.6571553994732221,0.6207148067104303,0.9992172211350293,0.765746850629874,0.5633153238419419,0.3678612224699834,0.5341654026215854,0.5903827133815236,441,1560,2,2553,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.47,0.6571553994732221,0.6207148067104303,0.9992172211350293,0.765746850629874,0.5633153238419419,0.3678612224699834,0.5341654026215854,0.5903827133815236,441,1560,2,2553,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.48,0.6571553994732221,0.6207148067104303,0.9992172211350293,0.765746850629874,0.5633153238419419,0.3678612224699834,0.5341654026215854,0.5903827133815236,441,1560,2,2553,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.49,0.6562774363476734,0.6203455828668776,0.997651663405088,0.7650060024009604,0.5626500600240096,0.36377785906582916,0.5341654026215854,0.5903827133815236,441,1560,6,2549,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.5,0.6567164179104478,0.6206476747017288,0.997651663405088,0.7652356649654758,0.5634341590133501,0.3647193676146334,0.5341654026215854,0.5903827133815236,443,1558,6,2549,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.51,0.6567164179104478,0.6206476747017288,0.997651663405088,0.7652356649654758,0.5634341590133501,0.3647193676146334,0.5341654026215854,0.5903827133815236,443,1558,6,2549,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.52,0.6567164179104478,0.6206476747017288,0.997651663405088,0.7652356649654758,0.5634341590133501,0.3647193676146334,0.5341654026215854,0.5903827133815236,443,1558,6,2549,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.53,0.6567164179104478,0.6206476747017288,0.997651663405088,0.7652356649654758,0.5634341590133501,0.3647193676146334,0.5341654026215854,0.5903827133815236,443,1558,6,2549,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.54,0.6567164179104478,0.6206476747017288,0.997651663405088,0.7652356649654758,0.5634341590133501,0.3647193676146334,0.5341654026215854,0.5903827133815236,443,1558,6,2549,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.55,0.6562774363476734,0.620462850182704,0.9968688845401175,0.7648648648648648,0.5631012741942595,0.36269761014146307,0.5341654026215854,0.5903827133815236,443,1558,8,2547,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.56,0.6560579455662863,0.6203703703703703,0.9964774951076321,0.7646793812884818,0.5629348802080403,0.3616905471924568,0.5341654026215854,0.5903827133815236,443,1558,9,2546,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.57,0.6562774363476734,0.6205215695832318,0.9964774951076321,0.764794232502253,0.5633262116056497,0.3621639772542907,0.5341654026215854,0.5903827133815236,444,1557,9,2546,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.58,0.6562774363476734,0.6205215695832318,0.9964774951076321,0.764794232502253,0.5633262116056497,0.3621639772542907,0.5341654026215854,0.5903827133815236,444,1557,9,2546,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.59,0.6562774363476734,0.6205215695832318,0.9964774951076321,0.764794232502253,0.5633262116056497,0.3621639772542907,0.5341654026215854,0.5903827133815236,444,1557,9,2546,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.6,0.6560579455662863,0.6204290589956118,0.9960861056751468,0.7646086825897551,0.5631597384435537,0.3611605032556272,0.5341654026215854,0.5903827133815236,444,1557,10,2545,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.61,0.6560579455662863,0.6204290589956118,0.9960861056751468,0.7646086825897551,0.5631597384435537,0.3611605032556272,0.5341654026215854,0.5903827133815236,444,1557,10,2545,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.62,0.6560579455662863,0.6204290589956118,0.9960861056751468,0.7646086825897551,0.5631597384435537,0.3611605032556272,0.5341654026215854,0.5903827133815236,444,1557,10,2545,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.63,0.655838454784899,0.6203365032918801,0.9956947162426615,0.7644230769230769,0.5629932974191931,0.3601595328603739,0.5341654026215854,0.5903827133815236,444,1557,11,2544,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.64,0.655838454784899,0.6203365032918801,0.9956947162426615,0.7644230769230769,0.5629932974191931,0.3601595328603739,0.5341654026215854,0.5903827133815236,444,1557,11,2544,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.65,0.655838454784899,0.620395218345938,0.9953033268101761,0.7643522693116922,0.5632176318080023,0.3596372522798179,0.5341654026215854,0.5903827133815236,445,1556,12,2543,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.66,0.6551799824407375,0.6201171875,0.9941291585127201,0.7637949180574349,0.562718263579713,0.35665970132912655,0.5341654026215854,0.5903827133815236,445,1556,15,2540,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.67,0.6551799824407375,0.6201171875,0.9941291585127201,0.7637949180574349,0.562718263579713,0.35665970132912655,0.5341654026215854,0.5903827133815236,445,1556,15,2540,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.68,0.6551799824407375,0.6201758671226185,0.9937377690802348,0.7637238682508648,0.5629419178850751,0.35615194572419784,0.5341654026215854,0.5903827133815236,446,1555,16,2539,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.69,0.6556189640035118,0.6205378973105135,0.9933463796477495,0.763882618510158,0.5639437413588488,0.35660793763127235,0.5341654026215854,0.5903827133815236,449,1552,17,2538,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.7,0.6556189640035118,0.6205378973105135,0.9933463796477495,0.763882618510158,0.5639437413588488,0.35660793763127235,0.5341654026215854,0.5903827133815236,449,1552,17,2538,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.71,0.6562774363476734,0.6209933936873012,0.9933463796477495,0.7642276422764228,0.5651097725552154,0.35804453320378515,0.5341654026215854,0.5903827133815236,452,1549,17,2538,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.72,0.6564969271290606,0.6211453744493393,0.9933463796477495,0.7643427194699594,0.5654979481607183,0.35852260200795216,0.5341654026215854,0.5903827133815236,453,1548,17,2538,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.73,0.6567164179104478,0.621356845456772,0.9929549902152642,0.7643868635131064,0.5661061237533196,0.35850452186001525,0.5341654026215854,0.5903827133815236,455,1546,18,2537,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.74,0.6567164179104478,0.621356845456772,0.9929549902152642,0.7643868635131064,0.5661061237533196,0.35850452186001525,0.5341654026215854,0.5903827133815236,455,1546,18,2537,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.75,0.6569359086918349,0.6215686274509804,0.9925636007827788,0.7644310474755087,0.566712899595647,0.35849101948802525,0.5341654026215854,0.5903827133815236,457,1544,19,2536,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.76,0.6569359086918349,0.6216282491417362,0.9921722113502935,0.7643600180913613,0.5669319251408803,0.3580034561518347,0.5341654026215854,0.5903827133815236,458,1543,20,2535,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.77,0.6567164179104478,0.6215950920245399,0.9913894324853229,0.764102564102564,0.5669827889005971,0.35655951757613064,0.5341654026215854,0.5903827133815236,459,1542,22,2533,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.78,0.6569359086918349,0.6217476681394207,0.9913894324853229,0.7642178307437019,0.5673686817834498,0.35703953931260485,0.5341654026215854,0.5903827133815236,460,1541,22,2533,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
0.79,0.6571553994732221,0.6219003191750553,0.9913894324853229,0.7643331321665661,0.5677543277580013,0.3575191638356445,0.5341654026215854,0.5903827133815236,461,1540,22,2533,4556,hist_gradient_boosting_none__raw_99,hist_gradient_boosting,HistGradientBoosting,raw_99,none,external_threshold_sweep,99,1.333,0.0176
